tweet_id,tweet_link,author_name,author_handle,text,timestamp,likes,retweets,replies,image_urls,is_reply,reply_to,conversation_id
1849388260688281790,https://x.com/APY_INDIAN/status/1849388260688281790,Amandeep Singh Chawla,@APY_INDIAN,"@FibeIndia  My customer ID - is 1257090850, I already uploaded my 3 months bank salary statement with salary credited on time but unfortunately error show to re-again upload, please check properly and approve my credit limit immediately. 
Status pending show  

Please approve my",2024-10-24T09:51:35.000Z,0,0,1,https://pbs.twimg.com/media/GapY0NHbEAAqzX5?format=jpg&name=small,False,,
1849410916078555487,https://x.com/APY_INDIAN/status/1849410916078555487,Amandeep Singh Chawla,@APY_INDIAN,"I already share the bank statement but you always share the same email. 

My loan approval is showing still pending. Please update the same.",2024-10-24T11:21:37.000Z,0,0,1,https://pbs.twimg.com/media/GaptbBgaIAAzAYJ?format=jpg&name=small,False,,
1849408178355933475,https://x.com/WarW56902/status/1849408178355933475,STAR WAR,@WarW56902,"@FibeIndia  
RECOVERY AGENT 9035791681 is talking very rudely to me and misbehaving , please help , I need some time to payback

Regards 
kannan 
you can call me on 8595486327",2024-10-24T11:10:44.000Z,0,0,1,,False,,
1849371649440731316,https://x.com/pradeep87585/status/1849371649440731316,Pradeep Sharma,@pradeep87585,@FibeIndia   eske Do emi late payment kiye esne to profile hi lock kar di,2024-10-24T08:45:35.000Z,0,0,1,,False,,
1849341912085368906,https://x.com/imvarunchopra/status/1849341912085368906,Varun Chopra,@imvarunchopra,"I am writing to express my frustration regarding the incessant phone calls I have been receiving from your company, Fibe. These calls have become a daily occurrence, and I am extremely concerned by the unjustified and unjudicious nature of this intrusion. @TRAI   @FibeIndia",2024-10-24T06:47:25.000Z,0,0,1,,False,,
1849374900550529503,https://x.com/imvarunchopra/status/1849374900550529503,Varun Chopra,@imvarunchopra,"Since your department has been in contact with me, I assume you already have my contact details on file. I trust you understand that I cannot share my personal information in a public forum",2024-10-24T08:58:30.000Z,0,0,1,,False,,
1849336453114839234,https://x.com/saby2609/status/1849336453114839234,Saby,@saby2609,"@ashishgoyal008   @FibeIndia  Sir your person is calling at my office and  http:// threatening.is  this allowed..? @BandBajaateRaho 
 @RBI   @ShaktikantaRBI   @LCAI_Support   @htTweets   @AdvDeepakMore1",2024-10-24T06:25:44.000Z,0,1,2,,False,,
1849342917078343727,https://x.com/imvarunchopra/status/1849342917078343727,Varun Chopra,@imvarunchopra,,2024-10-24T06:51:25.000Z,0,0,1,https://pbs.twimg.com/media/GaovlHyWsAAV_hw?format=jpg&name=900x900,False,,
1848969470825390318,https://x.com/SanketYelv94899/status/1848969470825390318,Sanket Yelve,@SanketYelv94899,I have spoken with  @FibeIndia   employee still  @FibeIndia  employee or their 3rd party keep on calling my family and friend and relatives for threatening from following numbers. Gunda gardi failai hai  @FibeIndia  ne.,2024-10-23T06:07:28.000Z,0,0,2,https://pbs.twimg.com/media/Gajb7w1WYAAgwbh?format=jpg&name=small,False,,
1849347546407407676,https://x.com/niharikasingh01/status/1849347546407407676,Niharika Singh,@niharikasingh01,Loan number is 1006819069. Screen shot and other details were already shared over email.,2024-10-24T07:09:48.000Z,0,0,1,,False,,
1849309603479109730,https://x.com/niharikasingh01/status/1849309603479109730,Niharika Singh,@niharikasingh01,They call the contacts. They. Alled my previous employer CEO 70-80 times.  @RBI  guidelines are not for such app based NBFCs.  @DasShaktikanta   @PMOIndia   @nsitharaman  please take action against  @FibeIndia  .,2024-10-24T04:39:02.000Z,0,0,1,,False,,
1849314032483783156,https://x.com/SimrankaurSidh4/status/1849314032483783156,simran kaur sidhu,@SimrankaurSidh4,"care@fibe.in what's wrong with them idk I try to call no response I email no response even my 8.5k remaining but they charged 10k interest on it as not paying,they tell you will get call but no help no call. Pls help to get rid of it  response.crpc@rbi.org.in.",2024-10-24T04:56:38.000Z,1,0,1,,False,,
1849074140122149314,https://x.com/nik_chauhan2000/status/1849074140122149314,Nikita Chauhan,@nik_chauhan2000,@FibeIndia  We urge the company to take action against such practices and ensure a more professional approach.  #CustomerRights   #StopHarassment,2024-10-23T13:03:23.000Z,0,0,2,,False,,
1849074028675313762,https://x.com/nik_chauhan2000/status/1849074028675313762,Nikita Chauhan,@nik_chauhan2000,"@FibeIndia  your recovery agent AMAN having contact no. 8857001031 is continuously calling and threatening the customer to make the payment within 24hrs.
 This aggressive behavior is unacceptable and must be addressed immediately. Customers deserve respect and fair treatment.",2024-10-23T13:02:57.000Z,0,0,1,,False,,
1849072266845307182,https://x.com/nik_chauhan2000/status/1849072266845307182,Nikita Chauhan,@nik_chauhan2000,@FibeIndia  your relentless calls to a customer who has communicated their financial struggles are unacceptable! The individual has already reached out regarding their inability to pay the EMI. Please respect their situation and stop harassment.  #ConsumerRights   #Stopharassment,2024-10-23T12:55:57.000Z,0,0,1,,False,,
1848683381724217491,https://x.com/abhimanyudaa/status/1848683381724217491,Abhi Manyu,@abhimanyudaa,"@earlysalar53892 
 @FibeIndia   @RBI 
 @RBIsays   @aajtak 
 @CNBC_Awaaz 
 @CNNnews18 
sir,
repeatedly abused and spoken to by the agent of Fibe. If the customer's financial condition is not correct, will the Fibe agents abuse him?
Agent No. 9643920778, 7065092940
Loan id is 1435179665",2024-10-22T11:10:39.000Z,13,48,24,,False,,
1849004729054978301,https://x.com/s29086336/status/1849004729054978301,Som Nath,@s29086336,Did u taken any action?,2024-10-23T08:27:34.000Z,0,0,1,,False,,
1848974778088231274,https://x.com/AmitBhoite16/status/1848974778088231274,Amit Bhoite,@AmitBhoite16,Stop harassment,2024-10-23T06:28:34.000Z,1,0,1,,False,,
1849006822138753229,https://x.com/dgchawla/status/1849006822138753229,deepak chawla,@dgchawla,@FibeIndia  stop calling people unnecessarily  @TRAI  please register complaint as dnd application is not working.,2024-10-23T08:35:53.000Z,0,0,1,,False,,
