tweet_id,tweet_link,author_name,author_handle,text,timestamp,likes,retweets,replies,image_urls,is_reply,reply_to,conversation_id
1849376558080737430,https://x.com/SumanMi06728382/status/1849376558080737430,Suman Mishra,@SumanMi06728382,"@CASHeApp   @RBIsays  
Why there is delay in the resolution of the issue?
Also there is no communication and no support being provided. Customer care number never connects. Always the reply is same for every mail but no solution.  #cashe",2024-10-24T09:05:05.000Z,1,1,1,,False,,
1849434328905941249,https://x.com/praveensixer/status/1849434328905941249,iam_Praveen,@praveensixer,"@CASHeApp   #Cashe  
Kindly go through the tweet from suman.",2024-10-24T12:54:39.000Z,0,0,1,,False,,
1849434056100024514,https://x.com/SumanMi06728382/status/1849434056100024514,Suman Mishra,@SumanMi06728382,I have not received the amount and the issue is not resolved.  How can you say issue is resolved without even speaking about the issue?? How many more days you need?,2024-10-24T12:53:34.000Z,1,1,2,,False,,
1849431153700155493,https://x.com/chalosikho/status/1849431153700155493,ShibBhakt,@chalosikho,"CLN : 999990002244191  @CASHeApp  .
I asked her if I am paying manually and CashE will again apply for nach debit or not but instead of providing proper guidance she threaded on my contact list is this your way of taking EMIs??
 @RBI",2024-10-24T12:42:02.000Z,0,0,1,,False,,
1849374991843725428,https://x.com/fhaivt05/status/1849374991843725428,Vaibhav Tripathi,@fhaivt05,This is Kevin from  @CASHeApp  who is continue threatening me with the collection agents. I did not denied to pay I said that I will be paying within 15days of time. Still is continued to threaten. I accept that half of loan amount is pending since a year but…  @vrkaer  help me plzz,2024-10-24T08:58:52.000Z,0,0,1,https://pbs.twimg.com/media/GapMvx2WMAIzfwP?format=jpg&name=900x900,False,,
1849441799724580934,https://x.com/raghukm34/status/1849441799724580934,Raghu K M,@raghukm34,"@CASHeApp   my loan account closed back in 20/09/2021 I got noc also and same has been updated in CIBIl ,Suddenly now showing outstanding in My cibil report how it Cashee team works ...pls arrange a call back 
CLN-59356 LOAN NO- 10059
regarding the issue I sent mail also",2024-10-24T13:24:20.000Z,0,0,1,,False,,
1849441079268929594,https://x.com/Me_Mahtab/status/1849441079268929594,MHL,@Me_Mahtab,"@CASHeApp   @RBI  

Cashe, why u and ur collection deprtmnts have collected my contact list illegally n now calling randomly from contact list and harassing them. This illegal activity is prohibited by RBI.

Please take immediate action and stop illegal collection activity.",2024-10-24T13:21:28.000Z,0,0,1,,False,,
1849409033410879925,https://x.com/fhaivt05/status/1849409033410879925,Vaibhav Tripathi,@fhaivt05,Its fhaivt05@gmail.com just give 15 days nothing more,2024-10-24T11:14:08.000Z,0,0,1,,False,,
1846114469732286933,https://x.com/roshanraykar/status/1846114469732286933,Roshan Raykar,@roshanraykar,"@YashorajT  absolute bad service by  @CASHeApp  

It's a horror. First your executives harass like goons, then they don't respond for months together for closing the loan. The penalties continue to add up! What kind of a fraud is this? What kind of a CEO are you & your mgt team?",2024-10-15T09:02:43.000Z,0,0,1,,False,,
1849379437466603952,https://x.com/OnlineLegalInd/status/1849379437466603952,Online Legal India,@OnlineLegalInd,"Please DM us your specific concerns so we can address your queries and provide the information you need. Thank you for your patience!

Regards,
Online Legal India",2024-10-24T09:16:32.000Z,0,0,2,,False,,
1849417327667802546,https://x.com/praveensixer/status/1849417327667802546,iam_Praveen,@praveensixer,You given commitment that amount will be disbursed by Wednesday..how long should we wait.,2024-10-24T11:47:06.000Z,1,0,2,,False,,
1849419133789905239,https://x.com/SumanMi06728382/status/1849419133789905239,Suman Mishra,@SumanMi06728382,Kindly update  @CASHeApp   @RBIsays  kindly disburse the amount and avoid delaying the process.,2024-10-24T11:54:16.000Z,0,0,1,,False,,
1848990239676670415,https://x.com/Blackforjustic/status/1848990239676670415,Black,@Blackforjustic,@CASHeApp   @MumbaiPolice   @KarnatakaVarthe   @kspfactcheck  +91 81248 60979 and 7358722151 number which belongs to cashe loan application is calling to some other people in my contacts and blackmailing to kidnap their kids and go to home when women are alone. Take strict actions,2024-10-23T07:30:00.000Z,0,0,2,,False,,
1849391153344569450,https://x.com/Blackforjustic/status/1849391153344569450,Black,@Blackforjustic,@CASHeApp  dm me,2024-10-24T10:03:05.000Z,0,0,1,,False,,
1849357811001536540,https://x.com/fazanhussain/status/1849357811001536540,mystic rae,@fazanhussain,"How many times the loan needs to be applied..everytime I have applied ,u approve it and again after 5-6 days it asks me to apply again... @CASHeApp   pl look into this.. cln no : 8210299...",2024-10-24T07:50:36.000Z,0,0,1,,False,,
